fold,L_id,split
5,L1731,train
5,L1733,train
5,L1736,train
5,L1737,train
5,L1738,train
5,L1740,train
5,L1741,train
5,L1742,train
5,L1743,train
5,L1744,train
5,L1746,train
5,L1747,train
5,L1749,train
5,L1750,train
5,L1751,train
5,L1753,train
5,L1755,train
5,L1758,train
5,L1759,train
5,L1760,train
5,L1764,train
5,L1765,train
5,L1766,train
5,L1768,train
5,L1769,train
5,L1773,train
5,L1774,train
5,L1775,train
5,L1776,train
5,L1777,train
5,L1778,train
5,L1782,train
5,L1784,train
5,L1788,train
5,L1789,train
5,L1790,train
5,L1791,train
5,L1795,train
5,L1799,train
5,L1800,train
5,L1802,train
5,L1803,train
5,L1804,train
5,L1805,train
5,L1807,train
5,L1808,train
5,L1809,train
5,L1810,train
5,L1811,train
5,L1813,train
5,L1814,train
5,L1816,train
5,L1817,train
5,L1818,train
5,L1823,train
5,L1830,train
5,L1832,train
5,L1833,train
5,L1835,train
5,L1836,train
5,L1837,train
5,L1838,train
5,L1850,train
5,L1851,train
5,L1852,train
5,L1853,train
5,L1854,train
5,L1855,train
5,L1860,train
5,L1864,train
5,L1865,train
5,L1866,train
5,L1871,train
5,L1872,train
5,L1876,train
5,L1877,train
5,L1878,train
5,L1879,train
5,L1891,train
5,L1893,train
5,L1894,train
5,L1895,train
5,L1896,train
5,L1901,train
5,L1904,train
5,L1905,train
5,L1907,train
5,L1909,train
5,L2059,train
5,L2061,train
5,L2062,train
5,L2063,train
5,L2064,train
5,L2065,train
5,L2066,train
5,L2067,train
5,L2068,train
5,L2072,train
5,L2077,train
5,L2080,train
5,L2082,train
5,L2083,train
5,L2084,train
5,L2086,train
5,L2087,train
5,L2088,train
5,L2089,train
5,L2090,train
5,L2091,train
5,L2092,train
5,L2093,train
5,L2095,train
5,L2096,train
5,L2098,train
5,L2099,train
5,L2100,train
5,L2101,train
5,L2102,train
5,L2103,train
5,L2104,train
5,L2107,train
5,L2110,train
5,L2111,train
5,L2112,train
5,L2113,train
5,L2114,train
5,L2115,train
5,L2116,train
5,L2117,train
5,L2128,train
5,L2147,train
5,L2150,train
5,L2154,train
5,L2167,train
5,L2169,train
5,L2172,train
5,L2173,train
5,L2174,train
5,L2175,train
5,L2180,train
5,L2181,train
5,L2183,train
5,L2185,train
5,L2188,train
5,L2190,train
5,L2193,train
5,L2195,train
5,L2196,train
5,L2201,train
5,L2202,train
5,L2203,train
5,L2206,train
5,L2207,train
5,L2225,train
5,L2226,train
5,L2231,train
5,L2232,train
5,L2235,train
5,L2237,train
5,L2238,train
5,L2242,train
5,L2243,train
5,L2497,train
5,L2501,train
5,L2502,train
5,L2507,train
5,L2508,train
5,L2513,train
5,L2515,train
5,L2516,train
5,L2519,train
5,L2529,train
5,L2545,train
5,L2553,train
5,L2556,train
5,L2558,train
5,L2560,train
5,L2561,train
5,L2563,train
5,L2568,train
5,L2570,train
5,L2571,train
5,L2585,train
5,L2706,train
5,L2718,train
5,L2747,train
5,L2751,train
5,L2752,train
5,L2761,train
5,L2765,train
5,L2768,train
5,L2770,train
5,L2771,train
5,L2773,train
5,L2776,train
5,L2777,train
5,L2778,train
5,L2779,train
5,L2780,train
5,L2782,train
5,L2783,train
5,L2784,train
5,L2785,train
5,L2787,train
5,L2788,train
5,L2789,train
5,L2790,train
5,L2793,train
5,L2795,train
5,L2796,train
5,L2797,train
5,L2798,train
5,L2799,train
5,L2804,train
5,L3236,train
5,L2805,train
5,L2806,train
5,L2809,train
5,L2811,train
5,L2817,train
5,L2818,train
5,L2819,train
5,L2830,train
5,L2835,train
5,L2837,train
5,L2838,train
5,L2839,train
5,L2841,train
5,L2842,train
5,L2844,train
5,L2846,train
5,L2848,train
5,L2849,train
5,L2850,train
5,L2851,train
5,L2852,train
5,L2862,train
5,L2867,train
5,L2868,train
5,L2872,train
5,L2873,train
5,L2875,train
5,L2877,train
5,L2883,train
5,L2884,train
5,L2886,train
5,L2890,train
5,L2891,train
5,L2893,train
5,L2894,train
5,L2895,train
5,L2897,train
5,L2900,train
5,L2906,train
5,L2909,train
5,L2918,train
5,L2921,train
5,L2922,train
5,L2923,train
5,L3237,train
5,L2936,train
5,L2946,train
5,L2957,train
5,L2961,train
5,L2983,train
5,L2991,train
5,L3006,train
5,L3007,train
5,L3010,train
5,L3011,train
5,L3019,train
5,L3023,train
5,L3024,train
5,L3026,train
5,L3028,train
5,L3029,train
5,L3098,train
5,L3102,train
5,L3135,train
5,L3136,train
5,L3179,train
5,L3180,train
5,L3182,train
5,L3184,train
5,L3185,train
5,L3186,train
5,L3406,train
5,L3407,train
5,L3409,train
5,L3411,train
5,L3414,train
5,L3422,train
5,L3424,train
5,L3425,train
5,L3426,train
5,L3428,train
5,L3430,train
5,L3431,train
5,L3432,train
5,L3433,train
5,L3434,train
5,L3435,train
5,L3436,train
5,L3438,train
5,L3439,train
5,L3443,train
5,L3444,train
5,L3445,train
5,L3446,train
5,L3448,train
5,L3452,train
5,L3463,train
5,L3464,train
5,L3465,train
5,L3467,train
5,L3478,train
5,L3479,train
5,L3481,train
5,L3486,train
5,L3487,train
5,L3488,train
5,L3492,train
5,L3493,train
5,L3497,train
5,L3498,train
5,L3499,train
5,L3500,train
5,L3501,train
5,L3502,train
5,L3503,train
5,L3505,train
5,L3506,train
5,L3507,train
5,L3509,train
5,L3510,train
5,L3512,train
5,L3514,train
5,L3516,train
5,L3517,train
5,L3518,train
5,L3519,train
5,L3520,train
5,L3522,train
5,L3528,train
5,L3530,train
5,L3531,train
5,L3532,train
5,L3534,train
5,L3536,train
5,L3539,train
5,L3542,train
5,L3544,train
5,L3545,train
5,L3547,train
5,L3548,train
5,L3550,train
5,L3551,train
5,L3552,train
5,L3554,train
5,L3555,train
5,L3557,train
5,L3559,train
5,L3560,train
5,L3561,train
5,L3563,train
5,L3566,train
5,L3567,train
5,L3568,train
5,L3569,train
5,L3572,train
5,L3575,train
5,L3577,train
5,L3578,train
5,L3579,train
5,L3580,train
5,L3553,train
5,L3581,train
5,L3583,train
5,L3584,train
5,L3585,train
5,L3586,train
5,L3587,train
5,L3588,train
5,L3591,train
5,L3592,train
5,L3594,train
5,L3595,train
5,L3598,train
5,L3600,train
5,L3602,train
5,L3604,train
5,L3605,train
5,L3606,train
5,L3607,train
5,L3608,train
5,L3609,train
5,L3610,train
5,L3611,train
5,L3613,train
5,L3614,train
5,L3616,train
5,L3617,train
5,L3618,train
5,L3620,train
5,L4034,train
5,L4061,train
5,L4080,train
5,L4081,train
5,L4082,train
5,L4083,train
5,L4084,train
5,L4085,train
5,L4094,train
5,L4095,train
5,L4098,train
5,L4099,train
5,L4100,train
5,L4101,train
5,L4103,train
5,L4105,train
5,L4108,train
5,L4115,train
5,L4401,train
5,L4404,train
5,L4406,train
5,L4408,train
5,L4409,train
5,L4414,train
5,L4480,train
5,L4481,train
5,L4482,train
5,L4483,train
5,L4484,train
5,L4485,train
5,L4487,train
5,L4489,train
5,L4490,train
5,L4491,train
5,L4494,train
5,L4495,train
5,L4496,train
5,L4497,train
5,L4499,train
5,L4500,train
5,L4504,train
5,L4505,train
5,L4506,train
5,L4507,train
5,L4508,train
5,L4523,train
5,L4562,train
5,L4526,train
5,L4527,train
5,L4533,train
5,L4536,train
5,L4538,train
5,L4540,train
5,L4542,train
5,L4543,train
5,L4544,train
5,L4545,train
5,L4549,train
5,L4550,train
5,L4572,train
5,L4571,train
5,L4569,train
5,L4568,train
5,L4576,train
5,L4565,train
5,L4566,train
5,L4567,train
5,L4574,train
5,L4586,train
5,L4580,train
5,L4581,train
5,L4582,train
5,L4583,train
5,L4585,train
5,L4577,train
5,L553,test
5,L566,test
5,L573,test
5,L574,test
5,L578,test
5,L585,test
5,L586,test
5,L595,test
5,L600,test
5,L601,test
5,L618,test
5,L622,test
5,L623,test
5,L628,test
5,L636,test
5,L6,test
5,L10,test
5,L11,test
5,L46,test
5,L170,test
5,L174,test
5,L178,test
5,L192,test
5,L203,test
5,L210,test
5,L222,test
5,L242,test
5,L253,test
5,L260,test
5,L276,test
5,L279,test
5,L282,test
5,L287,test
5,L289,test
5,L293,test
5,L312,test
5,L316,test
5,L324,test
5,L327,test
5,L336,test
5,L345,test
5,L348,test
5,L359,test
5,L361,test
5,L415,test
5,L416,test
5,L428,test
5,L430,test
5,L431,test
5,L444,test
5,L455,test
5,L456,test
5,L465,test
5,L480,test
5,L517,test
5,L539,test
5,L540,test
5,L640,test
5,L642,test
5,L643,test
5,L644,test
5,L662,test
5,L674,test
5,L675,test
5,L690,test
5,L705,test
5,L706,test
5,L708,test
5,L710,test
5,L711,test
5,L713,test
5,L723,test
5,L733,test
5,L734,test
5,L753,test
5,L767,test
5,L773,test
5,L785,test
5,L787,test
5,L803,test
5,L806,test
5,L815,test
5,L820,test
5,L845,test
5,L857,test
5,L861,test
5,L867,test
5,L1393,test
5,L1422,test
5,L1423,test
5,L1437,test
5,L1451,test
5,L1461,test
5,L1464,test
5,L1469,test
5,L1472,test
5,L1494,test
5,L1511,test
5,L1512,test
5,L1513,test
5,L1517,test
5,L1544,test
5,L1548,test
5,L1554,test
5,L1560,test
5,L1567,test
5,L1568,test
5,L1570,test
5,L1571,test
5,L1588,test
5,L1590,test
5,L1594,test
5,L1600,test
5,L1608,test
5,L1610,test
5,L1611,test
5,L1615,test
5,L1622,test
5,L1632,test
5,L1641,test
5,L1643,test
5,L1652,test
5,L1663,test
5,L1667,test
5,L1672,test
5,L1680,test
5,L1732,test
5,L1745,test
5,L1748,test
5,L1756,test
5,L1757,test
5,L1761,test
5,L1762,test
5,L1763,test
5,L1767,test
5,L1771,test
5,L1783,test
5,L1786,test
5,L1798,test
5,L1806,test
5,L1812,test
5,L1881,test
5,L1898,test
5,L1899,test
5,L1903,test
5,L1906,test
5,L1908,test
5,L2060,test
5,L2076,test
5,L2079,test
5,L2085,test
5,L2094,test
5,L2097,test
5,L2108,test
5,L2109,test
5,L2120,test
5,L2152,test
5,L2162,test
5,L2171,test
5,L2176,test
5,L2178,test
5,L2182,test
5,L2192,test
5,L2194,test
5,L2204,test
5,L2239,test
5,L2498,test
5,L2505,test
5,L2530,test
5,L2559,test
5,L2562,test
5,L2584,test
5,L2696,test
5,L2748,test
5,L2753,test
5,L2764,test
5,L2772,test
5,L2775,test
5,L2786,test
5,L2792,test
5,L2802,test
5,L2807,test
5,L2832,test
5,L2840,test
5,L2843,test
5,L2845,test
5,L2847,test
5,L2853,test
5,L2854,test
5,L2866,test
5,L2870,test
5,L2874,test
5,L2899,test
5,L2908,test
5,L2911,test
5,L2960,test
5,L3027,test
5,L3131,test
5,L3403,test
5,L3415,test
5,L3427,test
5,L3429,test
5,L3437,test
5,L3441,test
5,L3447,test
5,L3450,test
5,L3496,test
5,L3529,test
5,L3533,test
5,L3535,test
5,L3540,test
5,L3543,test
5,L3564,test
5,L3565,test
5,L3570,test
5,L3571,test
5,L3573,test
5,L3574,test
5,L3589,test
5,L3597,test
5,L3582,test
5,L3599,test
5,L3619,test
5,L4054,test
5,L4077,test
5,L4078,test
5,L4086,test
5,L4087,test
5,L4096,test
5,L4102,test
5,L4111,test
5,L4114,test
5,L4402,test
5,L4403,test
5,L4486,test
5,L4488,test
5,L4498,test
5,L4501,test
5,L4513,test
5,L4514,test
5,L4539,test
5,L4541,test
5,L4546,test
5,L4547,test
5,L4548,test
5,L3603,test
5,L4587,test
5,L4578,test
5,L4579,test
