L_id,task,status,reason,duration_sec,candidate_trials,rejected_trials,rejected_rate,n_trials_code_11,condition_code_11,n_trials_code_22,condition_code_22
L4326,oddball,ok,,670.0,120,5,0.041666666666666664,95,standard,20,deviant_target
L4334,oddball,ok,,639.0,150,85,0.5666666666666667,60,standard,5,deviant_target
L4338,oddball,ok,,638.0,147,2,0.013605442176870748,122,standard,23,deviant_target
L4343,oddball,ok,,653.0,150,10,0.06666666666666667,115,standard,25,deviant_target
L4352,oddball,ok,,644.0,148,14,0.0945945945945946,112,standard,22,deviant_target
L4353,oddball,ok,,642.0,149,0,0.0,124,standard,25,deviant_target
L4354,oddball,ok,,652.0,140,5,0.03571428571428571,113,standard,22,deviant_target
L4358,oddball,ok,,646.0,143,0,0.0,119,standard,24,deviant_target
L436,oddball,ok,,642.0,146,15,0.10273972602739725,110,standard,21,deviant_target
L4363,oddball,ok,,637.0,148,32,0.21621621621621623,97,standard,19,deviant_target
L4369,oddball,ok,,656.0,147,45,0.30612244897959184,84,standard,18,deviant_target
L437,oddball,ok,,656.0,147,4,0.027210884353741496,118,standard,25,deviant_target
L4373,oddball,ok,,673.0,120,0,0.0,100,standard,20,deviant_target
L4376,oddball,ok,,631.0,149,47,0.31543624161073824,89,standard,13,deviant_target
L4396,oddball,ok,,649.0,145,4,0.027586206896551724,118,standard,23,deviant_target
L4412,oddball,ok,,640.0,149,7,0.04697986577181208,119,standard,23,deviant_target
L4421,oddball,ok,,635.0,149,25,0.16778523489932887,101,standard,23,deviant_target
L4422,oddball,ok,,640.0,147,13,0.08843537414965986,110,standard,24,deviant_target
L4424,oddball,ok,,664.0,150,33,0.22,99,standard,18,deviant_target
L4434,oddball,ok,,642.0,150,24,0.16,105,standard,21,deviant_target
L4445,oddball,ok,,639.0,148,4,0.02702702702702703,120,standard,24,deviant_target
L4451,oddball,ok,,651.0,147,30,0.20408163265306123,97,standard,20,deviant_target
L4457,oddball,ok,,661.0,143,3,0.02097902097902098,116,standard,24,deviant_target
L4458,oddball,ok,,639.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L4459,oddball,ok,,639.0,149,30,0.20134228187919462,97,standard,22,deviant_target
L4470,oddball,ok,,641.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L4476,oddball,ok,,636.0,148,23,0.1554054054054054,102,standard,23,deviant_target
L4481,oddball,blocked,too_few_trials_code_11,642.0,146,146,1.0,0,standard,0,deviant_target
L4489,oddball,ok,,640.0,148,1,0.006756756756756757,122,standard,25,deviant_target
L4507,oddball,ok,,663.0,144,63,0.4375,67,standard,14,deviant_target
L451,oddball,ok,,649.0,148,53,0.3581081081081081,80,standard,15,deviant_target
L4512,oddball,ok,,658.0,149,0,0.0,125,standard,24,deviant_target
L4529,oddball,ok,,639.0,146,4,0.0273972602739726,119,standard,23,deviant_target
L4548,oddball,ok,,641.0,148,4,0.02702702702702703,120,standard,24,deviant_target
L4574,oddball,ok,,638.0,150,0,0.0,125,standard,25,deviant_target
L4581,oddball,ok,,640.0,149,2,0.013422818791946308,122,standard,25,deviant_target
L464,oddball,ok,,680.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L478,oddball,ok,,645.0,144,23,0.1597222222222222,97,standard,24,deviant_target
L48,oddball,ok,,640.0,147,49,0.3333333333333333,79,standard,19,deviant_target
L502,oddball,ok,,638.0,148,0,0.0,124,standard,24,deviant_target
L515,oddball,ok,,655.0,139,13,0.09352517985611511,103,standard,23,deviant_target
L520,oddball,ok,,639.0,149,11,0.0738255033557047,113,standard,25,deviant_target
L529,oddball,ok,,644.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L541,oddball,ok,,641.0,146,22,0.1506849315068493,103,standard,21,deviant_target
L554,oddball,ok,,644.0,146,12,0.0821917808219178,111,standard,23,deviant_target
L558,oddball,ok,,640.0,149,100,0.6711409395973155,36,standard,13,deviant_target
L563,oddball,ok,,648.0,147,5,0.034013605442176874,118,standard,24,deviant_target
L571,oddball,ok,,635.0,150,7,0.04666666666666667,119,standard,24,deviant_target
L578,oddball,ok,,637.0,149,16,0.10738255033557047,111,standard,22,deviant_target
L58,oddball,ok,,660.0,141,0,0.0,119,standard,22,deviant_target
L580,oddball,ok,,649.0,144,3,0.020833333333333332,118,standard,23,deviant_target
L590,oddball,ok,,647.0,147,28,0.19047619047619047,97,standard,22,deviant_target
L599,oddball,ok,,647.0,150,0,0.0,125,standard,25,deviant_target
L600,oddball,ok,,658.0,147,17,0.11564625850340136,108,standard,22,deviant_target
L613,oddball,ok,,648.0,146,61,0.4178082191780822,69,standard,16,deviant_target
L619,oddball,ok,,670.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L62,oddball,ok,,738.0,120,13,0.10833333333333334,89,standard,18,deviant_target
L624,oddball,ok,,637.0,149,124,0.8322147651006712,20,standard,5,deviant_target
L63,oddball,ok,,644.0,145,31,0.21379310344827587,96,standard,18,deviant_target
L642,oddball,ok,,635.0,149,3,0.020134228187919462,121,standard,25,deviant_target
L674,oddball,ok,,638.0,149,0,0.0,124,standard,25,deviant_target
L686,oddball,ok,,677.0,140,31,0.22142857142857142,90,standard,19,deviant_target
L697,oddball,ok,,651.0,138,3,0.021739130434782608,113,standard,22,deviant_target
L704,oddball,ok,,661.0,143,34,0.23776223776223776,92,standard,17,deviant_target
L706,oddball,ok,,637.0,149,12,0.08053691275167785,112,standard,25,deviant_target
L707,oddball,ok,,655.0,148,54,0.36486486486486486,78,standard,16,deviant_target
L716,oddball,ok,,641.0,149,0,0.0,124,standard,25,deviant_target
L720,oddball,ok,,634.0,149,0,0.0,124,standard,25,deviant_target
L722,oddball,ok,,642.0,145,13,0.0896551724137931,110,standard,22,deviant_target
L723,oddball,ok,,669.0,150,18,0.12,108,standard,24,deviant_target
L727,oddball,ok,,637.0,150,50,0.3333333333333333,82,standard,18,deviant_target
L735,oddball,ok,,640.0,149,21,0.14093959731543623,105,standard,23,deviant_target
L744,oddball,ok,,639.0,147,31,0.2108843537414966,96,standard,20,deviant_target
L747,oddball,ok,,654.0,149,0,0.0,125,standard,24,deviant_target
L75,oddball,ok,,673.0,120,13,0.10833333333333334,90,standard,17,deviant_target
L753,oddball,ok,,639.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L763,oddball,ok,,651.0,148,5,0.033783783783783786,121,standard,22,deviant_target
L766,oddball,ok,,638.0,148,19,0.12837837837837837,108,standard,21,deviant_target
L772,oddball,ok,,637.0,149,7,0.04697986577181208,118,standard,24,deviant_target
L78,oddball,ok,,644.0,146,18,0.1232876712328767,106,standard,22,deviant_target
L783,oddball,ok,,654.0,148,29,0.19594594594594594,97,standard,22,deviant_target
L784,oddball,ok,,638.0,148,0,0.0,123,standard,25,deviant_target
L79,oddball,ok,,644.0,146,0,0.0,122,standard,24,deviant_target
L810,oddball,ok,,635.0,149,9,0.06040268456375839,115,standard,25,deviant_target
L817,oddball,ok,,634.0,150,10,0.06666666666666667,117,standard,23,deviant_target
L820,oddball,ok,,644.0,147,12,0.08163265306122448,113,standard,22,deviant_target
L821,oddball,ok,,654.0,140,10,0.07142857142857142,109,standard,21,deviant_target
L832,oddball,ok,,645.0,143,28,0.1958041958041958,97,standard,18,deviant_target
L834,oddball,ok,,640.0,148,24,0.16216216216216217,102,standard,22,deviant_target
L838,oddball,ok,,638.0,148,54,0.36486486486486486,79,standard,15,deviant_target
L845,oddball,ok,,712.0,146,18,0.1232876712328767,105,standard,23,deviant_target
L846,oddball,ok,,644.0,145,12,0.08275862068965517,111,standard,22,deviant_target
L850,oddball,ok,,637.0,149,32,0.21476510067114093,97,standard,20,deviant_target
L869,oddball,ok,,639.0,149,8,0.053691275167785234,117,standard,24,deviant_target
L89,oddball,ok,,702.0,148,0,0.0,124,standard,24,deviant_target
L95,oddball,ok,,642.0,149,13,0.087248322147651,113,standard,23,deviant_target
L96,oddball,ok,,641.0,147,9,0.061224489795918366,114,standard,24,deviant_target
L100,oddball,ok,,726.0,150,19,0.12666666666666668,110,standard,21,deviant_target
L1000,oddball,ok,,641.0,148,5,0.033783783783783786,118,standard,25,deviant_target
L109,oddball,ok,,637.0,150,7,0.04666666666666667,118,standard,25,deviant_target
L113,oddball,ok,,639.0,143,0,0.0,118,standard,25,deviant_target
L119,oddball,ok,,655.0,138,2,0.014492753623188406,114,standard,22,deviant_target
L132,oddball,ok,,637.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L134,oddball,ok,,148.0,28,0,0.0,23,standard,5,deviant_target
L1352,oddball,ok,,640.0,147,0,0.0,123,standard,24,deviant_target
L1354,oddball,ok,,646.0,145,6,0.041379310344827586,116,standard,23,deviant_target
L1367,oddball,ok,,658.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L137,oddball,ok,,766.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1388,oddball,ok,,644.0,148,7,0.0472972972972973,117,standard,24,deviant_target
L142,oddball,ok,,644.0,148,7,0.0472972972972973,118,standard,23,deviant_target
L1427,oddball,blocked,read_error:IndexError,,0,0,,0,standard,0,deviant_target
L1436,oddball,blocked,too_few_trials_code_11,649.0,149,131,0.8791946308724832,14,standard,4,deviant_target
L1439,oddball,ok,,639.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L1447,oddball,ok,,768.0,148,16,0.10810810810810811,110,standard,22,deviant_target
L1455,oddball,ok,,645.0,150,25,0.16666666666666666,105,standard,20,deviant_target
L1460,oddball,ok,,686.0,120,12,0.1,89,standard,19,deviant_target
L1466,oddball,ok,,633.0,150,40,0.26666666666666666,90,standard,20,deviant_target
L1476,oddball,ok,,680.0,121,1,0.008264462809917356,100,standard,20,deviant_target
L1477,oddball,ok,,649.0,143,35,0.24475524475524477,86,standard,22,deviant_target
L1479,oddball,ok,,640.0,146,26,0.1780821917808219,97,standard,23,deviant_target
L1480,oddball,ok,,634.0,150,69,0.46,66,standard,15,deviant_target
L1492,oddball,ok,,639.0,150,15,0.1,110,standard,25,deviant_target
L150,oddball,ok,,709.0,120,0,0.0,100,standard,20,deviant_target
L1508,oddball,ok,,650.0,146,8,0.0547945205479452,113,standard,25,deviant_target
L1517,oddball,ok,,649.0,147,1,0.006802721088435374,121,standard,25,deviant_target
L1519,oddball,ok,,643.0,145,37,0.25517241379310346,86,standard,22,deviant_target
L152,oddball,ok,,643.0,141,5,0.03546099290780142,116,standard,20,deviant_target
L1520,oddball,ok,,600.0,142,0,0.0,117,standard,25,deviant_target
L1540,oddball,ok,,640.0,148,49,0.3310810810810811,82,standard,17,deviant_target
L155,oddball,ok,,647.0,145,1,0.006896551724137931,120,standard,24,deviant_target
L1554,oddball,ok,,670.0,150,12,0.08,115,standard,23,deviant_target
L1569,oddball,ok,,637.0,149,6,0.040268456375838924,119,standard,24,deviant_target
L1571,oddball,ok,,649.0,142,18,0.1267605633802817,104,standard,20,deviant_target
L1578,oddball,ok,,644.0,146,0,0.0,121,standard,25,deviant_target
L1579,oddball,ok,,621.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L1584,oddball,ok,,643.0,147,2,0.013605442176870748,122,standard,23,deviant_target
L1590,oddball,ok,,656.0,150,5,0.03333333333333333,123,standard,22,deviant_target
L1591,oddball,ok,,640.0,146,6,0.0410958904109589,115,standard,25,deviant_target
L1596,oddball,ok,,662.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L1604,oddball,ok,,645.0,144,1,0.006944444444444444,121,standard,22,deviant_target
L1613,oddball,ok,,493.0,120,31,0.25833333333333336,73,standard,16,deviant_target
L1629,oddball,ok,,651.0,141,17,0.12056737588652482,104,standard,20,deviant_target
L1637,oddball,ok,,643.0,146,7,0.04794520547945205,114,standard,25,deviant_target
L1644,oddball,ok,,639.0,149,101,0.6778523489932886,41,standard,7,deviant_target
L1648,oddball,ok,,640.0,148,5,0.033783783783783786,119,standard,24,deviant_target
L1650,oddball,ok,,640.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L1651,oddball,ok,,649.0,143,0,0.0,120,standard,23,deviant_target
L1658,oddball,ok,,638.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1662,oddball,ok,,640.0,147,9,0.061224489795918366,115,standard,23,deviant_target
L1666,oddball,ok,,638.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1667,oddball,ok,,661.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L1677,oddball,ok,,641.0,148,8,0.05405405405405406,117,standard,23,deviant_target
L1698,oddball,ok,,652.0,140,6,0.04285714285714286,113,standard,21,deviant_target
L1709,oddball,ok,,652.0,147,7,0.047619047619047616,116,standard,24,deviant_target
L1716,oddball,ok,,635.0,150,8,0.05333333333333334,118,standard,24,deviant_target
L1722,oddball,ok,,666.0,135,3,0.022222222222222223,113,standard,19,deviant_target
L1734,oddball,ok,,646.0,149,7,0.04697986577181208,117,standard,25,deviant_target
L1737,oddball,ok,,639.0,148,20,0.13513513513513514,106,standard,22,deviant_target
L1766,oddball,ok,,639.0,148,6,0.04054054054054054,120,standard,22,deviant_target
L1768,oddball,ok,,667.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L177,oddball,ok,,648.0,143,1,0.006993006993006993,120,standard,22,deviant_target
L1784,oddball,ok,,618.0,150,3,0.02,123,standard,24,deviant_target
L1800,oddball,ok,,639.0,147,5,0.034013605442176874,118,standard,24,deviant_target
L1804,oddball,ok,,632.0,150,0,0.0,125,standard,25,deviant_target
L1812,oddball,ok,,645.0,147,6,0.04081632653061224,116,standard,25,deviant_target
L1814,oddball,ok,,641.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L1816,oddball,ok,,645.0,145,27,0.18620689655172415,100,standard,18,deviant_target
L1819,oddball,blocked,too_few_trials_code_11,625.0,136,136,1.0,0,standard,0,deviant_target
L1821,oddball,ok,,673.0,144,1,0.006944444444444444,119,standard,24,deviant_target
L1823,oddball,ok,,673.0,150,47,0.31333333333333335,94,standard,9,deviant_target
L1826,oddball,ok,,645.0,146,11,0.07534246575342465,112,standard,23,deviant_target
L183,oddball,ok,,651.0,148,5,0.033783783783783786,119,standard,24,deviant_target
L1834,oddball,ok,,666.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L1841,oddball,blocked,read_error:IndexError,,0,0,,0,standard,0,deviant_target
L1846,oddball,ok,,644.0,148,11,0.07432432432432433,116,standard,21,deviant_target
L1847,oddball,ok,,642.0,149,0,0.0,125,standard,24,deviant_target
L1860,oddball,ok,,658.0,146,7,0.04794520547945205,117,standard,22,deviant_target
L1862,oddball,ok,,639.0,150,8,0.05333333333333334,119,standard,23,deviant_target
L1866,oddball,ok,,633.0,150,9,0.06,118,standard,23,deviant_target
L187,oddball,ok,,640.0,146,32,0.2191780821917808,98,standard,16,deviant_target
L1891,oddball,ok,,640.0,148,8,0.05405405405405406,117,standard,23,deviant_target
L1894,oddball,ok,,650.0,144,30,0.20833333333333334,95,standard,19,deviant_target
L19,oddball,ok,,650.0,150,0,0.0,125,standard,25,deviant_target
L1902,oddball,blocked,too_few_trials_code_11,645.0,149,149,1.0,0,standard,0,deviant_target
L1911,oddball,ok,,640.0,148,88,0.5945945945945946,50,standard,10,deviant_target
L192,oddball,ok,,644.0,146,2,0.0136986301369863,120,standard,24,deviant_target
L194,oddball,ok,,666.0,147,20,0.1360544217687075,106,standard,21,deviant_target
L198,oddball,ok,,648.0,143,70,0.48951048951048953,62,standard,11,deviant_target
L201,oddball,ok,,646.0,145,1,0.006896551724137931,122,standard,22,deviant_target
L205,oddball,ok,,638.0,149,4,0.026845637583892617,121,standard,24,deviant_target
L221,oddball,ok,,641.0,147,0,0.0,122,standard,25,deviant_target
L223,oddball,ok,,638.0,150,55,0.36666666666666664,76,standard,19,deviant_target
L225,oddball,ok,,644.0,147,30,0.20408163265306123,103,standard,14,deviant_target
L243,oddball,ok,,637.0,149,17,0.11409395973154363,111,standard,21,deviant_target
L248,oddball,ok,,637.0,148,9,0.060810810810810814,118,standard,21,deviant_target
L251,oddball,ok,,639.0,148,53,0.3581081081081081,75,standard,20,deviant_target
L2524,oddball,ok,,662.0,145,2,0.013793103448275862,118,standard,25,deviant_target
L2531,oddball,ok,,650.0,147,9,0.061224489795918366,116,standard,22,deviant_target
L2533,oddball,ok,,639.0,148,0,0.0,123,standard,25,deviant_target
L2534,oddball,ok,,644.0,149,1,0.006711409395973154,123,standard,25,deviant_target
L2549,oddball,ok,,638.0,149,7,0.04697986577181208,119,standard,23,deviant_target
L2560,oddball,ok,,677.0,145,6,0.041379310344827586,116,standard,23,deviant_target
L2566,oddball,ok,,653.0,148,16,0.10810810810810811,111,standard,21,deviant_target
L2569,oddball,ok,,644.0,148,8,0.05405405405405406,117,standard,23,deviant_target
L2572,oddball,blocked,read_error:IndexError,,0,0,,0,standard,0,deviant_target
L2579,oddball,ok,,637.0,149,4,0.026845637583892617,120,standard,25,deviant_target
L2583,oddball,ok,,641.0,147,8,0.05442176870748299,117,standard,22,deviant_target
L2587,oddball,ok,,637.0,149,22,0.1476510067114094,102,standard,25,deviant_target
L2592,oddball,ok,,638.0,148,22,0.14864864864864866,103,standard,23,deviant_target
L2596,oddball,ok,,645.0,149,0,0.0,124,standard,25,deviant_target
L2600,oddball,ok,,714.0,110,2,0.01818181818181818,89,standard,19,deviant_target
L2601,oddball,ok,,641.0,147,5,0.034013605442176874,118,standard,24,deviant_target
L2606,oddball,ok,,683.0,143,2,0.013986013986013986,116,standard,25,deviant_target
L2614,oddball,ok,,658.0,146,48,0.3287671232876712,79,standard,19,deviant_target
L2618,oddball,ok,,642.0,146,10,0.0684931506849315,112,standard,24,deviant_target
L2627,oddball,ok,,641.0,148,11,0.07432432432432433,116,standard,21,deviant_target
L2655,oddball,ok,,639.0,148,0,0.0,123,standard,25,deviant_target
L2662,oddball,ok,,647.0,147,8,0.05442176870748299,116,standard,23,deviant_target
L2669,oddball,ok,,667.0,149,37,0.2483221476510067,89,standard,23,deviant_target
L2670,oddball,ok,,655.0,145,2,0.013793103448275862,119,standard,24,deviant_target
L2677,oddball,ok,,640.0,148,17,0.11486486486486487,108,standard,23,deviant_target
L2682,oddball,ok,,641.0,147,97,0.6598639455782312,43,standard,7,deviant_target
L2694,oddball,ok,,669.0,144,11,0.0763888888888889,111,standard,22,deviant_target
L2719,oddball,ok,,639.0,148,12,0.08108108108108109,114,standard,22,deviant_target
L2730,oddball,ok,,642.0,147,5,0.034013605442176874,118,standard,24,deviant_target
L2736,oddball,ok,,638.0,147,38,0.2585034013605442,92,standard,17,deviant_target
L2737,oddball,ok,,662.0,125,0,0.0,105,standard,20,deviant_target
L2738,oddball,ok,,644.0,147,2,0.013605442176870748,122,standard,23,deviant_target
L2739,oddball,ok,,640.0,147,3,0.02040816326530612,121,standard,23,deviant_target
L274,oddball,ok,,639.0,150,28,0.18666666666666668,101,standard,21,deviant_target
L2740,oddball,ok,,640.0,147,9,0.061224489795918366,116,standard,22,deviant_target
L2749,oddball,ok,,645.0,145,11,0.07586206896551724,112,standard,22,deviant_target
L2751,oddball,ok,,638.0,148,0,0.0,123,standard,25,deviant_target
L2762,oddball,ok,,641.0,147,4,0.027210884353741496,120,standard,23,deviant_target
L2786,oddball,ok,,660.0,147,8,0.05442176870748299,116,standard,23,deviant_target
L2789,oddball,ok,,640.0,148,3,0.02027027027027027,121,standard,24,deviant_target
L2791,oddball,ok,,642.0,147,8,0.05442176870748299,115,standard,24,deviant_target
L2808,oddball,ok,,693.0,148,28,0.1891891891891892,97,standard,23,deviant_target
L2810,oddball,ok,,641.0,147,4,0.027210884353741496,118,standard,25,deviant_target
L2818,oddball,ok,,642.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L2821,oddball,ok,,615.0,149,17,0.11409395973154363,111,standard,21,deviant_target
L2839,oddball,ok,,645.0,143,20,0.13986013986013987,102,standard,21,deviant_target
L2842,oddball,ok,,644.0,144,85,0.5902777777777778,49,standard,10,deviant_target
L2844,oddball,blocked,too_few_trials_code_22,625.0,144,97,0.6736111111111112,43,standard,4,deviant_target
L2845,oddball,ok,,645.0,145,10,0.06896551724137931,112,standard,23,deviant_target
L2852,oddball,ok,,639.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L2875,oddball,ok,,645.0,144,1,0.006944444444444444,118,standard,25,deviant_target
L2877,oddball,ok,,641.0,147,0,0.0,122,standard,25,deviant_target
L2890,oddball,ok,,645.0,144,0,0.0,121,standard,23,deviant_target
L29,oddball,ok,,640.0,147,6,0.04081632653061224,117,standard,24,deviant_target
L2906,oddball,ok,,641.0,147,34,0.23129251700680273,91,standard,22,deviant_target
L2914,oddball,ok,,645.0,147,8,0.05442176870748299,115,standard,24,deviant_target
L2921,oddball,ok,,635.0,150,25,0.16666666666666666,103,standard,22,deviant_target
L293,oddball,ok,,636.0,149,11,0.0738255033557047,114,standard,24,deviant_target
L2946,oddball,ok,,659.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L2956,oddball,ok,,644.0,147,9,0.061224489795918366,116,standard,22,deviant_target
L2966,oddball,ok,,639.0,148,0,0.0,124,standard,24,deviant_target
L2973,oddball,ok,,649.0,145,53,0.36551724137931035,75,standard,17,deviant_target
L298,oddball,ok,,638.0,148,33,0.22297297297297297,96,standard,19,deviant_target
L2980,oddball,ok,,662.0,143,20,0.13986013986013987,101,standard,22,deviant_target
L2985,oddball,ok,,645.0,146,14,0.0958904109589041,111,standard,21,deviant_target
L2987,oddball,ok,,646.0,145,6,0.041379310344827586,115,standard,24,deviant_target
L30,oddball,ok,,635.0,148,1,0.006756756756756757,123,standard,24,deviant_target
L3002,oddball,ok,,640.0,147,33,0.22448979591836735,98,standard,16,deviant_target
L3027,oddball,ok,,641.0,147,22,0.14965986394557823,103,standard,22,deviant_target
L3056,oddball,ok,,636.0,149,4,0.026845637583892617,121,standard,24,deviant_target
L3068,oddball,ok,,644.0,148,27,0.18243243243243243,101,standard,20,deviant_target
L3080,oddball,ok,,641.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L3085,oddball,ok,,638.0,148,2,0.013513513513513514,121,standard,25,deviant_target
L3087,oddball,ok,,639.0,148,8,0.05405405405405406,116,standard,24,deviant_target
L309,oddball,ok,,638.0,148,75,0.5067567567567568,56,standard,17,deviant_target
L3090,oddball,ok,,641.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L3091,oddball,ok,,638.0,149,73,0.4899328859060403,63,standard,13,deviant_target
L3096,oddball,ok,,639.0,147,18,0.12244897959183673,109,standard,20,deviant_target
L3108,oddball,ok,,641.0,147,40,0.272108843537415,90,standard,17,deviant_target
L3109,oddball,ok,,723.0,148,37,0.25,92,standard,19,deviant_target
L3115,oddball,ok,,640.0,147,7,0.047619047619047616,118,standard,22,deviant_target
L3121,oddball,ok,,644.0,144,13,0.09027777777777778,109,standard,22,deviant_target
L3128,oddball,ok,,611.0,145,1,0.006896551724137931,120,standard,24,deviant_target
L3136,oddball,ok,,641.0,147,10,0.06802721088435375,113,standard,24,deviant_target
L3137,oddball,blocked,too_few_trials_code_11,639.0,147,142,0.9659863945578231,5,standard,0,deviant_target
L3158,oddball,ok,,645.0,147,14,0.09523809523809523,111,standard,22,deviant_target
L3172,oddball,ok,,640.0,147,2,0.013605442176870748,120,standard,25,deviant_target
L3179,oddball,ok,,702.0,143,1,0.006993006993006993,117,standard,25,deviant_target
L3197,oddball,ok,,678.0,148,9,0.060810810810810814,116,standard,23,deviant_target
L3201,oddball,ok,,640.0,148,44,0.2972972972972973,88,standard,16,deviant_target
L3202,oddball,ok,,641.0,147,15,0.10204081632653061,108,standard,24,deviant_target
L3203,oddball,ok,,641.0,147,7,0.047619047619047616,119,standard,21,deviant_target
L3208,oddball,ok,,648.0,149,2,0.013422818791946308,123,standard,24,deviant_target
L3211,oddball,ok,,642.0,146,5,0.03424657534246575,117,standard,24,deviant_target
L3237,oddball,ok,,639.0,148,39,0.2635135135135135,92,standard,17,deviant_target
L331,oddball,ok,,648.0,145,13,0.0896551724137931,111,standard,21,deviant_target
L333,oddball,ok,,636.0,149,17,0.11409395973154363,111,standard,21,deviant_target
L3407,oddball,ok,,648.0,147,6,0.04081632653061224,118,standard,23,deviant_target
L3426,oddball,ok,,643.0,146,2,0.0136986301369863,120,standard,24,deviant_target
L3428,oddball,ok,,649.0,149,13,0.087248322147651,116,standard,20,deviant_target
L3435,oddball,ok,,645.0,145,20,0.13793103448275862,106,standard,19,deviant_target
L3478,oddball,ok,,649.0,150,27,0.18,102,standard,21,deviant_target
L3481,oddball,ok,,635.0,149,44,0.2953020134228188,86,standard,19,deviant_target
L3505,oddball,ok,,666.0,147,10,0.06802721088435375,116,standard,21,deviant_target
L3509,oddball,ok,,638.0,149,1,0.006711409395973154,124,standard,24,deviant_target
L3518,oddball,ok,,645.0,147,6,0.04081632653061224,116,standard,25,deviant_target
L3519,oddball,ok,,638.0,149,18,0.12080536912751678,106,standard,25,deviant_target
L3522,oddball,ok,,641.0,147,1,0.006802721088435374,122,standard,24,deviant_target
L3534,oddball,ok,,641.0,148,0,0.0,123,standard,25,deviant_target
L3568,oddball,ok,,635.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L3572,oddball,ok,,670.0,146,0,0.0,123,standard,23,deviant_target
L3573,oddball,ok,,636.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L3578,oddball,ok,,641.0,147,12,0.08163265306122448,110,standard,25,deviant_target
L3581,oddball,ok,,666.0,146,0,0.0,121,standard,25,deviant_target
L3588,oddball,ok,,637.0,149,13,0.087248322147651,112,standard,24,deviant_target
L3603,oddball,ok,,633.0,150,0,0.0,125,standard,25,deviant_target
L3613,oddball,ok,,633.0,150,3,0.02,123,standard,24,deviant_target
L3618,oddball,ok,,634.0,149,4,0.026845637583892617,122,standard,23,deviant_target
L3619,oddball,blocked,no_spec_codes_in_event_file,306.0,0,0,,0,standard,0,deviant_target
L3627,oddball,ok,,655.0,146,3,0.02054794520547945,122,standard,21,deviant_target
L3630,oddball,ok,,634.0,150,15,0.1,112,standard,23,deviant_target
L3638,oddball,ok,,631.0,150,58,0.38666666666666666,74,standard,18,deviant_target
L3643,oddball,ok,,676.0,150,0,0.0,125,standard,25,deviant_target
L3644,oddball,ok,,639.0,150,18,0.12,108,standard,24,deviant_target
L3646,oddball,ok,,634.0,150,3,0.02,123,standard,24,deviant_target
L3647,oddball,ok,,636.0,150,2,0.013333333333333334,123,standard,25,deviant_target
L3657,oddball,ok,,653.0,150,1,0.006666666666666667,124,standard,25,deviant_target
L3667,oddball,ok,,702.0,150,0,0.0,125,standard,25,deviant_target
L3681,oddball,ok,,641.0,148,0,0.0,124,standard,24,deviant_target
L3694,oddball,ok,,639.0,149,5,0.03355704697986577,120,standard,24,deviant_target
L3696,oddball,ok,,637.0,149,7,0.04697986577181208,118,standard,24,deviant_target
L3708,oddball,ok,,643.0,143,7,0.04895104895104895,113,standard,23,deviant_target
L3717,oddball,ok,,639.0,148,29,0.19594594594594594,98,standard,21,deviant_target
L3722,oddball,ok,,635.0,149,12,0.08053691275167785,113,standard,24,deviant_target
L3723,oddball,ok,,639.0,148,0,0.0,124,standard,24,deviant_target
L3727,oddball,ok,,637.0,150,12,0.08,114,standard,24,deviant_target
L3736,oddball,ok,,658.0,150,15,0.1,113,standard,22,deviant_target
L3739,oddball,ok,,638.0,148,3,0.02027027027027027,120,standard,25,deviant_target
L3742,oddball,ok,,640.0,150,15,0.1,111,standard,24,deviant_target
L3749,oddball,ok,,638.0,137,0,0.0,115,standard,22,deviant_target
L3946,oddball,ok,,710.0,147,77,0.5238095238095238,58,standard,12,deviant_target
L3953,oddball,ok,,717.0,147,23,0.1564625850340136,105,standard,19,deviant_target
L3963,oddball,ok,,652.0,150,10,0.06666666666666667,116,standard,24,deviant_target
L3964,oddball,ok,,643.0,149,43,0.28859060402684567,86,standard,20,deviant_target
